,index,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
2166,2315,s2914,Movie,Fanatyk,Michał Tylka,Poland,2/14/2020,2017,TV-MA,33 min,"Comedies, Dramas, Independent Movies"
2167,2316,s2915,Movie,Isi & Ossi,Oliver Kienle,Germany,2/14/2020,2020,TV-MA,113 min,"Comedies, International Movies, Romantic Movies"
2168,2317,s2916,Movie,Liefling,Brian Webber,South Africa,2/14/2020,2010,TV-PG,118 min,"Comedies, International Movies, Music & Musicals"
2169,2318,s2917,Movie,Panipat - The Great Betrayal,Ashutosh Gowariker,India,2/14/2020,2019,TV-14,171 min,"Dramas, International Movies, Romantic Movies"
2170,2319,s2919,Movie,The Ghost and the Tout,Charles Uwagbai,Nigeria,2/14/2020,2018,TV-14,100 min,"Comedies, International Movies"
2171,2320,s2920,Movie,Dragon Quest Your Story,"Takashi Yamazaki, Ryuichi Yagi, Makoto Hanafusa",Japan,2/13/2020,2019,TV-PG,103 min,"Action & Adventure, Anime Features, Children & Family Movies"
2172,2321,s2924,TV Show,Sleepless Society: Insomnia,"Pantham Thongsang, Cheewatan Pusitsuksa",Thailand,2/13/2020,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
2173,2322,s2925,Movie,French Toast,"Paul Krüger, Anél Stolp",South Africa,2/12/2020,2015,TV-PG,86 min,"Comedies, International Movies, Romantic Movies"
2174,2323,s2926,Movie,To All the Boys: P.S. I Still Love You,Michael Fimognari,United States,2/12/2020,2020,TV-14,102 min,"Comedies, Romantic Movies"
2175,2324,s2929,Movie,Good Time,"Benny Safdie, Josh Safdie",United States,2/11/2020,2017,R,101 min,"Dramas, Independent Movies, Thrillers"
2176,2325,s2930,Movie,ROAD TO ROMA,Andres Clariond,Mexico,2/11/2020,2020,TV-PG,73 min,"Documentaries, International Movies"
2177,2326,s2931,Movie,Love for Sale 2,Andibachtiar Yusuf,Indonesia,2/10/2020,2019,TV-14,96 min,"Dramas, International Movies, Romantic Movies"
2178,2327,s2933,Movie,Fronteras,Andrew Dean,United States,2/9/2020,2018,TV-MA,106 min,"Dramas, Independent Movies, Thrillers"
2179,2328,s2934,Movie,Polaroid,Lars Klevberg,United States,2/9/2020,2019,PG-13,88 min,Horror Movies
2180,2329,s2935,Movie,The Coldest Game,Lukasz Kosmicki,Poland,2/8/2020,2019,TV-MA,103 min,"Dramas, International Movies, Thrillers"
2181,2330,s2936,Movie,Thottappan,Shanavas K. Bavakutty,India,2/8/2020,2019,TV-14,139 min,"Comedies, Dramas, International Movies"
2182,2331,s2937,Movie,Azali,Kwabena Gyansah,Ghana,2/7/2020,2018,TV-14,89 min,"Dramas, International Movies"
2183,2332,s2940,Movie,Horse Girl,Jeff Baena,United States,2/7/2020,2020,R,104 min,"Dramas, Independent Movies"
2184,2333,s2941,Movie,Jada,Kumaran,India,2/7/2020,2019,TV-14,124 min,"Dramas, International Movies, Sports Movies"
2185,2334,s2947,Movie,Gardeners of Eden,"Austin Peck, Anneliese Vandenberg",Kenya,2/6/2020,2014,TV-14,70 min,Documentaries
2186,2335,s2948,TV Show,Arrow,James Bamford,United States,2/5/2020,2019,TV-14,8 Seasons,"Crime TV Shows, TV Action & Adventure"
2187,2336,s2949,TV Show,The Pharmacist,"Julia Willoughby Nason, Jenner Furst",United States,2/5/2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries"
2188,2337,s2950,Movie,Uppity: The Willy T. Ribbs Story,"Nate Adams, Adam Carolla",United States,2/5/2020,2020,TV-MA,106 min,"Documentaries, Sports Movies"
2189,2338,s2951,Movie,Dragonheart: Vengeance,Ivan Silvestrini,United States,2/4/2020,2020,PG-13,97 min,"Action & Adventure, Sci-Fi & Fantasy"
2190,2339,s2952,Movie,"Faith, Hope & Love",Robert Krantz,United States,2/4/2020,2019,PG,106 min,"Comedies, Faith & Spirituality, Romantic Movies"
2191,2340,s2953,Movie,Tom Papa: You're Doing Great!,Gregory Jacobs,United States,2/4/2020,2020,TV-14,60 min,Stand-Up Comedy
2192,2341,s2955,Movie,Thambi,Jeethu Joseph,India,2/3/2020,2019,TV-14,148 min,"International Movies, Thrillers"
2193,2342,s2956,Movie,The Silent War,Alfonso Cortés-Cavanillas,Spain,2/3/2020,2020,TV-MA,122 min,"Dramas, International Movies, Thrillers"
2194,2343,s2957,Movie,Chronically Metropolitan,Xavier Manrique,United States,2/1/2020,2016,TV-MA,86 min,"Comedies, Dramas, Independent Movies"
2195,2345,s2961,Movie,Justice,Richard Gabai,United States,2/1/2020,2017,R,92 min,Movies
2196,2346,s2962,Movie,Love Jacked,Alfons Adetuyi,Canada,2/1/2020,2018,PG-13,94 min,"Comedies, International Movies, Romantic Movies"
2197,2347,s2963,TV Show,Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,France,2/1/2020,2019,TV-Y7,5 Seasons,"Kids' TV, TV Action & Adventure"
2198,2348,s2964,Movie,Misfit 2,Erwin van den Eshof,Netherlands,2/1/2020,2019,TV-G,82 min,"Children & Family Movies, Comedies, International Movies"
2199,2349,s2969,Movie,The Car: Road to Revenge,G.J. Echternkamp,United States,2/1/2020,2019,TV-MA,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
2200,2351,s2971,Movie,37 Seconds,Hikari,Japan,1/31/2020,2020,TV-MA,116 min,"Dramas, International Movies"
2201,2352,s2973,Movie,Gang of the Caribbean,Jean-Claude Flamand-Barny,France,1/31/2020,2016,TV-MA,86 min,"Dramas, International Movies"
2202,2353,s2974,Movie,Hakkunde,Oluseyi Asurf,Nigeria,1/31/2020,2017,TV-14,93 min,"Comedies, Dramas, Independent Movies"
2203,2354,s2976,Movie,Miss Americana,Lana Wilson,United States,1/31/2020,2020,TV-MA,85 min,"Documentaries, Music & Musicals"
2204,2355,s2979,Movie,Kevin Hart: I'm a Grown Little Man,Shannon Hartman,United States,1/30/2020,2009,TV-MA,62 min,Stand-Up Comedy
2205,2356,s2982,Movie,Close Enemies,David Oelhoffen,France,1/29/2020,2018,TV-MA,112 min,"Dramas, International Movies"
2206,2357,s2986,Movie,Shimla Mirchi,Ramesh Sippy,India,1/27/2020,2020,TV-14,121 min,"Comedies, International Movies, Romantic Movies"
2207,2358,s2987,Movie,Sillu Karuppatti,Halitha Shameem,India,1/26/2020,2019,TV-14,133 min,"Comedies, Dramas, Independent Movies"
2208,2359,s2988,Movie,Vir Das: For India,"Vir Das, Ajay Bhuyan",India,1/26/2020,2020,TV-MA,76 min,Stand-Up Comedy
2209,2360,s2989,Movie,Menashe,"Josh Z. Weinstein, Joshua Z. Weinstein",United States,1/25/2020,2017,PG,82 min,"Dramas, Independent Movies"
2210,2361,s2990,Movie,A Sun,Chung Mong-hong,Taiwan,1/24/2020,2019,TV-MA,156 min,"Dramas, Independent Movies, International Movies"
2211,2362,s2991,Movie,Die Ontwaking,Johnny Breedt,South Africa,1/24/2020,2015,TV-MA,90 min,"International Movies, Thrillers"
2212,2363,s2996,Movie,Airplane Mode,César Rodrigues,United States,1/23/2020,2020,TV-PG,97 min,"Comedies, International Movies, Romantic Movies"
2213,2364,s2997,Movie,Alex Fernández: The Best Comedian in the World,Alex Díaz,Mexico,1/23/2020,2020,TV-MA,51 min,Stand-Up Comedy
2214,2365,s3000,TV Show,The Ghost Bride,Quek Shio-chuan,Taiwan,1/23/2020,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
2215,2366,s3003,Movie,Whisky,"Pablo Stoll, Juan Pablo Rebella",Uruguay,1/22/2020,2004,TV-MA,98 min,"Comedies, Dramas, International Movies"
2216,2367,s3004,Movie,Fortune Feimster: Sweet & Salty,Krysia Plonka,United States,1/21/2020,2020,TV-MA,61 min,Stand-Up Comedy
2217,2368,s3005,Movie,KD (A) Karuppudurai,Madhumita,India,1/21/2020,2019,TV-14,116 min,"Comedies, Dramas, Independent Movies"
2218,2369,s3007,Movie,Motichoor Chaknachoor,Debamitra Biswal,India,1/20/2020,2019,TV-14,132 min,"Comedies, Dramas, International Movies"
2219,2370,s3008,Movie,WHAT DID JACK DO?,David Lynch,United States,1/20/2020,2020,TV-14,17 min,"Dramas, Independent Movies"
2220,2371,s3009,Movie,The Bling Ring,Sofia Coppola,United States,1/18/2020,2013,R,91 min,"Dramas, Independent Movies"
2221,2372,s3010,Movie,A Fall from Grace,Tyler Perry,United States,1/17/2020,2020,TV-MA,121 min,"Dramas, Thrillers"
2222,2373,s3015,Movie,Deadcon,Caryn Waechter,United States,1/16/2020,2019,TV-14,78 min,Horror Movies
2223,2374,s3017,Movie,Hop,Tim Hill,United States,1/16/2020,2011,PG,95 min,"Children & Family Movies, Comedies"
2224,2375,s3018,Movie,Jezebel,Numa Perrier,United States,1/16/2020,2019,TV-MA,86 min,"Dramas, Independent Movies"
2225,2376,s3019,Movie,Legend,Brian Helgeland,United Kingdom,1/16/2020,2015,R,132 min,"Dramas, International Movies, Thrillers"
2226,2377,s3020,Movie,NiNoKuni,Yoshiyuki Momose,Japan,1/16/2020,2019,TV-14,107 min,"Action & Adventure, Anime Features, Children & Family Movies"
2227,2378,s3022,Movie,Steve Jobs,Danny Boyle,United Kingdom,1/16/2020,2015,R,122 min,Dramas
2228,2379,s3023,Movie,Bulbul Can Sing,Rima Das,India,1/15/2020,2018,TV-14,95 min,"Dramas, Independent Movies, International Movies"
2229,2380,s3024,Movie,Eye For An Eye,Paco Plaza,Spain,1/15/2020,2019,TV-MA,108 min,"Dramas, International Movies, Thrillers"
2230,2381,s3026,Movie,MindGamers,Andrew Goth,Austria,1/15/2020,2017,R,99 min,"International Movies, Sci-Fi & Fantasy, Thrillers"
2231,2382,s3027,Movie,The Brave,William Kaufman,United States,1/15/2020,2019,TV-MA,103 min,"Action & Adventure, Independent Movies"
2232,2383,s3028,Movie,Leslie Jones: Time Machine,"David Benioff, D.B. Weiss",United States,1/14/2020,2020,TV-MA,66 min,Stand-Up Comedy
2233,2384,s3030,Movie,Women of Mafia 2,Patryk Vega,Poland,1/14/2020,2019,TV-MA,132 min,"Action & Adventure, Dramas, International Movies"
2234,2385,s3032,Movie,Betty White: First Lady of Television,Steve Boettcher,United States,1/12/2020,2018,TV-14,56 min,Documentaries
2235,2386,s3033,Movie,Made in China,Mikhil Musale,India,1/12/2020,2019,TV-MA,128 min,"Comedies, Dramas, International Movies"
2236,2387,s3037,TV Show,Jamtara - Sabka Number Ayega,Soumendra Padhi,India,1/10/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
2237,2388,s3039,Movie,Monsters: Dark Continent,Tom Green,United Kingdom,1/10/2020,2014,R,119 min,"Action & Adventure, Dramas, Independent Movies"
2238,2389,s3042,Movie,Bulletproof 2,Don Michael Paul,United States,1/9/2020,2020,TV-MA,97 min,"Action & Adventure, Comedies"
2239,2390,s3044,Movie,A Ghost Story,David Lowery,United States,1/7/2020,2017,R,92 min,"Dramas, Independent Movies"
2240,2391,s3045,Movie,"Live Twice, Love Once",Maria Ripoll,Spain,1/7/2020,2020,TV-MA,102 min,"Comedies, Dramas, International Movies"
2241,2392,s3047,Movie,All the Freckles in the World,Yibrán Asuad,Mexico,1/3/2020,2020,TV-14,90 min,"Comedies, International Movies, Romantic Movies"
2242,2393,s3049,Movie,Half Girlfriend,Mohit Suri,India,1/2/2020,2017,TV-14,129 min,"Dramas, International Movies, Romantic Movies"
2243,2394,s3052,Movie,Aruna & Her Palate,Edwin,Indonesia,1/1/2020,2018,TV-14,106 min,"Dramas, International Movies"
2244,2395,s3055,Movie,Breaking the Bank,Vadim Jean,United Kingdom,1/1/2020,2014,TV-PG,105 min,"Comedies, International Movies"
2245,2396,s3058,Movie,Garfield Gets Real,"Mark A.Z. Dippé, Kyung Ho Lee",United States,1/1/2020,2007,TV-Y,78 min,"Children & Family Movies, Comedies"
2246,2397,s3059,Movie,Garfield's Fun Fest,"Mark A.Z. Dippé, Eondeok Han",United States,1/1/2020,2008,TV-Y7,79 min,"Children & Family Movies, Comedies"
2247,2398,s3060,Movie,Garfield's Pet Force,Mark A.Z. Dippé,South Korea,1/1/2020,2009,G,78 min,"Children & Family Movies, Comedies"
2248,2399,s3061,Movie,Ghost Stories,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",India,1/1/2020,2020,TV-MA,145 min,"Horror Movies, International Movies, Thrillers"
2249,2400,s3062,Movie,Jeff Dunham: Unhinged in Hollywood,Michael Simon,United States,1/1/2020,2015,TV-MA,71 min,Stand-Up Comedy
2250,2401,s3063,Movie,Jimmy Neutron: Boy Genius,John A. Davis,United States,1/1/2020,2001,G,83 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
2251,2402,s3065,Movie,Luccas Neto in: Children's Day,Lucas Margutti,Brazil,1/1/2020,2019,TV-G,81 min,"Children & Family Movies, Comedies, Music & Musicals"
2252,2403,s3073,Movie,Riot,John Lyde,Not Given,1/1/2020,2015,TV-MA,88 min,Action & Adventure
2253,2404,s3068,TV Show,"Nisman: The Prosecutor, the President, and the Spy",Justin Webster,Spain,1/1/2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
2254,2405,s3069,Movie,Pan's Labyrinth,Guillermo del Toro,Mexico,1/1/2020,2006,R,119 min,"Dramas, International Movies, Sci-Fi & Fantasy"
2255,2406,s3070,Movie,Pokémon the Movie: Power of Us,Tetsuo Yajima,Japan,1/1/2020,2018,TV-Y7,98 min,"Anime Features, Children & Family Movies"
2256,2407,s3071,Movie,Posesif,Edwin,Indonesia,1/1/2020,2017,TV-MA,102 min,"Dramas, International Movies, Romantic Movies"
2257,2408,s3074,Movie,Road Trip: Beer Pong,Steve Rash,United States,1/1/2020,2009,R,97 min,Comedies
2258,2409,s3078,Movie,Aaviri,Ravi Babu,India,12/31/2019,2019,TV-14,110 min,"Horror Movies, International Movies, Thrillers"
2259,2410,s3079,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,India,12/31/2019,2019,TV-MA,85 min,"Dramas, Independent Movies, International Movies"
2260,2411,s3081,Movie,Benchwarmers 2: Breaking Balls,Jon Rosenbaum,United States,12/31/2019,2019,PG-13,90 min,"Comedies, Sports Movies"
2261,2412,s3082,Movie,How High 2,Bruce Leddy,United States,12/31/2019,2019,TV-MA,89 min,Comedies
2262,2413,s3094,Movie,The Vendor,Odunlade Adekola,Not Given,12/27/2019,2018,TV-MA,103 min,"Comedies, International Movies"
2263,2414,s3090,Movie,Hot Gimmick: Girl Meets Boy,Yuki Yamato,Japan,12/28/2019,2019,TV-MA,120 min,"Dramas, International Movies"
2264,2415,s3091,Movie,Blitz Patrollie,Andrew Wessels,South Africa,12/27/2019,2013,TV-MA,102 min,"Action & Adventure, Comedies, International Movies"
2265,2416,s3092,Movie,"El Pepe, a Supreme Life",Emir Kusturica,Argentina,12/27/2019,2018,TV-14,73 min,"Documentaries, International Movies"
2266,2417,s3095,Movie,The App,Elisa Fuksas,Italy,12/26/2019,2019,TV-MA,79 min,"Dramas, Independent Movies, International Movies"
2267,2418,s3097,TV Show,You,Lee Toland Krieger,United States,12/26/2019,2019,TV-MA,2 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas"
2268,2419,s3098,Movie,Doom: Annihilation,Tony Giglio,United States,12/25/2019,2019,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
2269,2420,s3099,Movie,Fireworks,"Akiyuki Shinbo, Nobuyuki Takeuchi",Japan,12/25/2019,2017,TV-PG,91 min,"Anime Features, Romantic Movies"
2270,2421,s3100,Movie,Grand-Daddy Day Care,Ron Oliver,United States,12/25/2019,2019,PG-13,96 min,"Children & Family Movies, Comedies"
2271,2422,s3101,Movie,Jarhead: Law of Return,Don Michael Paul,Israel,12/25/2019,2019,R,103 min,"Action & Adventure, Dramas"
2272,2423,s3102,Movie,MFKZ,"Shojiro Nishimi, Guillaume Renard",France,12/25/2019,2017,R,95 min,"Action & Adventure, Comedies, International Movies"
2273,2424,s3103,Movie,Sweetheart,J.D. Dillard,United States,12/25/2019,2019,PG-13,83 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers"
2274,2425,s3116,Movie,The First Lady,Omoni Oboli,United Kingdom,12/20/2019,2015,TV-MA,107 min,"Dramas, International Movies"
2275,2426,s3105,Movie,Como caído del cielo,Pepe Bojórquez,Mexico,12/24/2019,2019,TV-14,117 min,"Comedies, International Movies, Music & Musicals"
2276,2427,s3106,Movie,John Mulaney & The Sack Lunch Bunch,Rhys Thomas,United States,12/24/2019,2019,TV-PG,70 min,"Children & Family Movies, Comedies"
2277,2428,s3114,Movie,Falz Experience,Falz,Not Given,12/20/2019,2018,TV-MA,82 min,"International Movies, Music & Musicals"
2278,2429,s3108,Movie,Jacob's Ladder,David M. Rosenthal,United States,12/22/2019,2019,R,90 min,Thrillers
2279,2430,s3110,Movie,Back of the Net,Louise Alston,Australia,12/21/2019,2019,TV-Y,86 min,"Children & Family Movies, Sports Movies"
2280,2431,s3111,Movie,Lost in London,Sunkanmi Adebayo,Nigeria,12/21/2019,2017,TV-PG,86 min,"Comedies, International Movies"
2281,2432,s3113,Movie,Being Mrs Elliot,Omoni Oboli,Nigeria,12/20/2019,2014,TV-14,113 min,"Dramas, International Movies, Romantic Movies"
2282,2433,s3115,Movie,Iyore,Frank Rajah Arase,Nigeria,12/20/2019,2015,TV-PG,141 min,"Dramas, International Movies, Romantic Movies"
2283,2434,s3117,Movie,The Two Popes,Fernando Meirelles,United Kingdom,12/20/2019,2019,PG-13,126 min,Dramas
2284,2435,s3119,Movie,After the Raid,Rodrigo Reyes,United States,12/19/2019,2019,TV-PG,25 min,"Documentaries, International Movies"
2285,2436,s3122,TV Show,Don't F**k with Cats: Hunting an Internet Killer,Mark Lewis,United Kingdom,12/18/2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries"
2286,2437,s3124,Movie,Ronny Chieng: Asian Comedian Destroys America!,Sebastian DiNatale,United States,12/17/2019,2019,TV-MA,63 min,Stand-Up Comedy
2287,2438,s3125,Movie,"Sincerely Yours, Dhaka","Nuhash Humayun, Syed Ahmed Shawki, Rahat Rahman, Robiul Alam Robi, Golam Kibria Farooki, Mir Mukarram Hossain, Tanvir Ahsan, Mahmudul Islam, Abdullah Al Noor, Krishnendu Chattopadhyay, Syed Saleh Ahmed Sobhan",Bangladesh,12/16/2019,2018,TV-MA,136 min,"Comedies, Dramas, Independent Movies"
2288,2439,s3126,Movie,The Danish Girl,Tom Hooper,United Kingdom,12/16/2019,2015,R,120 min,"Dramas, Independent Movies, International Movies"
2289,2440,s3127,Movie,Bangistan,Karan Anshuman,India,12/15/2019,2015,TV-14,134 min,"Comedies, Dramas, International Movies"
2290,2441,s3131,TV Show,"Crazy, Lovely, Cool",Obi Emelonye,Nigeria,12/15/2019,2018,TV-MA,1 Season,"International TV Shows, TV Dramas"
2291,2442,s3132,Movie,Dil Chahta Hai,Farhan Akhtar,India,12/15/2019,2001,TV-14,185 min,"Comedies, Dramas, International Movies"
2292,2443,s3133,Movie,Dil Dhadakne Do,Zoya Akhtar,India,12/15/2019,2015,TV-MA,174 min,"Comedies, Dramas, International Movies"
2293,2444,s3134,Movie,Don,Farhan Akhtar,India,12/15/2019,2006,TV-14,169 min,"Action & Adventure, International Movies"
2294,2445,s3135,Movie,Don 2,Farhan Akhtar,India,12/15/2019,2011,TV-14,148 min,"Action & Adventure, International Movies, Music & Musicals"
2295,2446,s3136,Movie,Fukrey,Mrighdeep Singh Lamba,India,12/15/2019,2013,TV-14,135 min,"Action & Adventure, Comedies, Dramas"
2296,2447,s3137,Movie,Game,Abhinay Deo,India,12/15/2019,2011,TV-14,135 min,"International Movies, Thrillers"
2297,2448,s3138,TV Show,Girls und Panzer,Tsutomu Mizushima,Japan,12/15/2019,2012,TV-PG,1 Season,"Anime Series, International TV Shows"
2298,2449,s3140,Movie,Honeymoon Travels Pvt. Ltd.,Reema Kagti,India,12/15/2019,2007,TV-14,119 min,"Comedies, Dramas, International Movies"
2299,2450,s3141,Movie,Isoken,Jadesola Osiberu,Nigeria,12/15/2019,2017,TV-14,98 min,"Comedies, International Movies, Romantic Movies"
2300,2451,s3142,Movie,Karthik Calling Karthik,Vijay Lalwani,India,12/15/2019,2010,TV-14,135 min,"Dramas, International Movies, Thrillers"
2301,2452,s3143,Movie,Lakshya,Farhan Akhtar,India,12/15/2019,2004,TV-PG,185 min,"Action & Adventure, Dramas, International Movies"
2302,2453,s3144,Movie,Luck by Chance,Zoya Akhtar,India,12/15/2019,2009,TV-14,156 min,"Dramas, International Movies, Romantic Movies"
2303,2454,s3145,Movie,Potato Potahto,Shirley Frimpong-Manso,Ghana,12/15/2019,2017,TV-MA,104 min,"Comedies, Dramas, International Movies"
2304,2455,s3146,Movie,Rock On!!,Abhishek Kapoor,India,12/15/2019,2008,TV-14,139 min,"Dramas, International Movies, Music & Musicals"
2305,2456,s3139,Movie,Holy Expectations,Fernando Ayllón,Colombia,12/15/2019,2019,TV-14,89 min,"Children & Family Movies, Comedies, International Movies"
2306,2457,s3148,Movie,Talaash,Reema Kagti,India,12/15/2019,2012,TV-14,140 min,"Dramas, International Movies, Thrillers"
2307,2458,s3157,Movie,Zero Hour,Robert O. Peters,Nigeria,12/13/2019,2018,TV-MA,89 min,"International Movies, Thrillers"
2308,2459,s3150,Movie,Zindagi Na Milegi Dobara,Zoya Akhtar,India,12/15/2019,2011,TV-14,154 min,"Comedies, Dramas, International Movies"
2309,2460,s3151,Movie,6 Underground,Michael Bay,United States,12/13/2019,2019,R,129 min,"Action & Adventure, Dramas"
2310,2461,s3152,Movie,A Trip to Jamaica,Robert O. Peters,Nigeria,12/13/2019,2016,TV-MA,99 min,"Comedies, International Movies"
2311,2462,s3153,Movie,My Wife and I,Bunmi Ajakaiye,South Africa,12/13/2019,2017,TV-MA,100 min,"Comedies, International Movies, Romantic Movies"
2312,2463,s3154,Movie,Okafor's Law,Omoni Oboli,Nigeria,12/13/2019,2016,TV-14,110 min,"Comedies, International Movies, Romantic Movies"
2313,2464,s3156,Movie,The 9th Precinct,Ding-Lin Wang,Taiwan,12/13/2019,2019,TV-MA,95 min,"International Movies, Thrillers"
2314,2465,s3176,TV Show,The Confession Killer,"Robert Kenner, Taki Oldham",United States,12/6/2019,2019,TV-14,1 Season,"Crime TV Shows, Docuseries"
2315,2466,s3155,Movie,Seven and a half dates,Biodun Stephen,Not Given,12/13/2019,2018,TV-14,107 min,"Dramas, International Movies, Romantic Movies"
